"Labor Force Data by County, 2014 Annual Averages",,,,,,,,,
,,,,,,,,,
,State,County,,,,,,,Unemploy-
CN4805100000000,48,051,"Burleson County, TX",2014,,"7,592     ","7,231     ",361     ,4.8     
CN4805300000000,48,053,"Burnet County, TX",2014,,"21,499     ","20,574     ",925     ,4.3     
CN4805500000000,48,055,"Caldwell County, TX",2014,,"17,239     ","16,343     ",896     ,5.2     
CN4805700000000,48,057,"Calhoun County, TX",2014,,"11,088     ","10,560     ",528     ,4.8     
CN4805900000000,48,059,"Callahan County, TX",2014,,"5,830     ","5,572     ",258     ,4.4     
CN4806100000000,48,061,"Cameron County, TX",2014,,"166,343     ","152,494     ","13,849     ",8.3     
CN4806300000000,48,063,"Camp County, TX",2014,,"5,218     ","4,900     ",318     ,6.1     
CN4806500000000,48,065,"Carson County, TX",2014,,"3,151     ","3,045     ",106     ,3.4     
CN4806700000000,48,067,"Cass County, TX",2014,,"12,282     ","11,345     ",937     ,7.6     
CN4806900000000,48,069,"Castro County, TX",2014,,"3,797     ","3,645     ",152     ,4.0     
CN4807100000000,48,071,"Chambers County, TX",2014,,"17,840     ","16,813     ","1,027     ",5.8     
CN4807300000000,48,073,"Cherokee County, TX",2014,,"21,180     ","19,952     ","1,228     ",5.8     
CN4807500000000,48,075,"Childress County, TX",2014,,"2,863     ","2,759     ",104     ,3.6     
CN4807700000000,48,077,"Clay County, TX",2014,,"5,019     ","4,790     ",229     ,4.6     
CN4807900000000,48,079,"Cochran County, TX",2014,,"1,398     ","1,327     ",71     ,5.1     
CN4808100000000,48,081,"Coke County, TX",2014,,"1,438     ","1,376     ",62     ,4.3     
CN4808300000000,48,083,"Coleman County, TX",2014,,"3,121     ","2,931     ",190     ,6.1     
CN4808500000000,48,085,"Collin County, TX",2014,,"474,056     ","452,505     ","21,551     ",4.5     
CN4808700000000,48,087,"Collingsworth County, TX",2014,,"1,259     ","1,208     ",51     ,4.1     
CN4808900000000,48,089,"Colorado County, TX",2014,,"10,275     ","9,819     ",456     ,4.4     
CN4809100000000,48,091,"Comal County, TX",2014,,"59,843     ","57,131     ","2,712     ",4.5     
CN4809300000000,48,093,"Comanche County, TX",2014,,"5,535     ","5,269     ",266     ,4.8     
CN4809500000000,48,095,"Concho County, TX",2014,,"1,414     ","1,372     ",42     ,3.0     
CN4809700000000,48,097,"Cooke County, TX",2014,,"20,543     ","19,752     ",791     ,3.9     
CN4809900000000,48,099,"Coryell County, TX",2014,,"24,722     ","23,248     ","1,474     ",6.0     
CN4810100000000,48,101,"Cottle County, TX",2014,,605     ,568     ,37     ,6.1     
CN4810300000000,48,103,"Crane County, TX",2014,,"2,006     ","1,926     ",80     ,4.0     
CN4810500000000,48,105,"Crockett County, TX",2014,,"1,932     ","1,859     ",73     ,3.8     
CN4810700000000,48,107,"Crosby County, TX",2014,,"2,698     ","2,572     ",126     ,4.7     
CN4810900000000,48,109,"Culberson County, TX",2014,,"1,012     ",970     ,42     ,4.2     
CN4811100000000,48,111,"Dallam County, TX",2014,,"3,903     ","3,789     ",114     ,2.9     
CN4811300000000,48,113,"Dallas County, TX",2014,,"1,250,809     ","1,183,082     ","67,727     ",5.4     
CN4811500000000,48,115,"Dawson County, TX",2014,,"4,898     ","4,660     ",238     ,4.9     
CN4811700000000,48,117,"Deaf Smith County, TX",2014,,"9,107     ","8,778     ",329     ,3.6     
CN4811900000000,48,119,"Delta County, TX",2014,,"2,652     ","2,492     ",160     ,6.0     
CN4812100000000,48,121,"Denton County, TX",2014,,"414,105     ","395,744     ","18,361     ",4.4     
CN4812300000000,48,123,"DeWitt County, TX",2014,,"10,014     ","9,631     ",383     ,3.8     
CN4812500000000,48,125,"Dickens County, TX",2014,,745     ,698     ,47     ,6.3     
CN4812700000000,48,127,"Dimmit County, TX",2014,,"7,659     ","7,370     ",289     ,3.8     
CN4812900000000,48,129,"Donley County, TX",2014,,"1,620     ","1,542     ",78     ,4.8     
CN4813100000000,48,131,"Duval County, TX",2014,,"5,529     ","5,222     ",307     ,5.6     
CN4813300000000,48,133,"Eastland County, TX",2014,,"8,359     ","7,958     ",401     ,4.8     
CN4813500000000,48,135,"Ector County, TX",2014,,"82,374     ","79,540     ","2,834     ",3.4     
CN4813700000000,48,137,"Edwards County, TX",2014,,867     ,830     ,37     ,4.3     
CN4813900000000,48,139,"Ellis County, TX",2014,,"79,077     ","75,189     ","3,888     ",4.9     
CN4814100000000,48,141,"El Paso County, TX",2014,,"344,563     ","322,404     ","22,159     ",6.4     
CN4814300000000,48,143,"Erath County, TX",2014,,"20,098     ","19,245     ",853     ,4.2     
CN4814500000000,48,145,"Falls County, TX",2014,,"6,548     ","6,189     ",359     ,5.5     
CN4814700000000,48,147,"Fannin County, TX",2014,,"15,278     ","14,465     ",813     ,5.3     
CN4814900000000,48,149,"Fayette County, TX",2014,,"13,073     ","12,626     ",447     ,3.4     
CN4815100000000,48,151,"Fisher County, TX",2014,,"1,863     ","1,780     ",83     ,4.5     
CN4815300000000,48,153,"Floyd County, TX",2014,,"2,964     ","2,753     ",211     ,7.1     
CN4815500000000,48,155,"Foard County, TX",2014,,578     ,554     ,24     ,4.2     
CN4815700000000,48,157,"Fort Bend County, TX",2014,,"347,021     ","331,361     ","15,660     ",4.5     
CN4815900000000,48,159,"Franklin County, TX",2014,,"4,657     ","4,418     ",239     ,5.1     
CN4816100000000,48,161,"Freestone County, TX",2014,,"7,843     ","7,402     ",441     ,5.6     
CN4816300000000,48,163,"Frio County, TX",2014,,"10,341     ","9,972     ",369     ,3.6     
CN4816500000000,48,165,"Gaines County, TX",2014,,"9,366     ","9,061     ",305     ,3.3     
CN4816700000000,48,167,"Galveston County, TX",2014,,"157,608     ","148,773     ","8,835     ",5.6     
CN4816900000000,48,169,"Garza County, TX",2014,,"2,243     ","2,162     ",81     ,3.6     
CN4817100000000,48,171,"Gillespie County, TX",2014,,"12,519     ","12,078     ",441     ,3.5     
CN4817300000000,48,173,"Glasscock County, TX",2014,,830     ,808     ,22     ,2.7     
CN4817500000000,48,175,"Goliad County, TX",2014,,"3,571     ","3,425     ",146     ,4.1     
CN4817700000000,48,177,"Gonzales County, TX",2014,,"9,937     ","9,554     ",383     ,3.9     
CN4817900000000,48,179,"Gray County, TX",2014,,"9,786     ","9,393     ",393     ,4.0     
CN4818100000000,48,181,"Grayson County, TX",2014,,"60,335     ","57,422     ","2,913     ",4.8     
CN4818300000000,48,183,"Gregg County, TX",2014,,"61,138     ","58,176     ","2,962     ",4.8     
CN4818500000000,48,185,"Grimes County, TX",2014,,"11,823     ","11,260     ",563     ,4.8     
CN4818700000000,48,187,"Guadalupe County, TX",2014,,"71,572     ","68,479     ","3,093     ",4.3     
CN4818900000000,48,189,"Hale County, TX",2014,,"13,524     ","12,254     ","1,270     ",9.4     
CN4819100000000,48,191,"Hall County, TX",2014,,"1,264     ","1,185     ",79     ,6.3     
CN4819300000000,48,193,"Hamilton County, TX",2014,,"3,566     ","3,402     ",164     ,4.6     
CN4819500000000,48,195,"Hansford County, TX",2014,,"3,242     ","3,160     ",82     ,2.5     
CN4819700000000,48,197,"Hardeman County, TX",2014,,"1,648     ","1,567     ",81     ,4.9     
CN4819900000000,48,199,"Hardin County, TX",2014,,"25,386     ","23,800     ","1,586     ",6.2     
CN4820100000000,48,201,"Harris County, TX",2014,,"2,229,858     ","2,118,872     ","110,986     ",5.0     
CN4820300000000,48,203,"Harrison County, TX",2014,,"32,190     ","30,421     ","1,769     ",5.5     
CN4820500000000,48,205,"Hartley County, TX",2014,,"2,901     ","2,828     ",73     ,2.5     
CN4820700000000,48,207,"Haskell County, TX",2014,,"2,694     ","2,588     ",106     ,3.9     
CN4820900000000,48,209,"Hays County, TX",2014,,"94,031     ","90,019     ","4,012     ",4.3     
CN4821100000000,48,211,"Hemphill County, TX",2014,,"2,545     ","2,484     ",61     ,2.4     
CN4821300000000,48,213,"Henderson County, TX",2014,,"34,734     ","32,797     ","1,937     ",5.6     
CN4821500000000,48,215,"Hidalgo County, TX",2014,,"331,989     ","302,916     ","29,073     ",8.8     
CN4821700000000,48,217,"Hill County, TX",2014,,"15,881     ","15,044     ",837     ,5.3     
CN4821900000000,48,219,"Hockley County, TX",2014,,"12,089     ","11,623     ",466     ,3.9     
CN4822100000000,48,221,"Hood County, TX",2014,,"24,252     ","23,062     ","1,190     ",4.9     
CN4822300000000,48,223,"Hopkins County, TX",2014,,"17,489     ","16,670     ",819     ,4.7     
CN4822500000000,48,225,"Houston County, TX",2014,,"9,803     ","9,317     ",486     ,5.0     
CN4822700000000,48,227,"Howard County, TX",2014,,"13,591     ","12,996     ",595     ,4.4     
CN4822900000000,48,229,"Hudspeth County, TX",2014,,"1,251     ","1,172     ",79     ,6.3     
CN4823100000000,48,231,"Hunt County, TX",2014,,"38,561     ","36,289     ","2,272     ",5.9     
CN4823300000000,48,233,"Hutchinson County, TX",2014,,"10,517     ","10,058     ",459     ,4.4     
CN4823500000000,48,235,"Irion County, TX",2014,,833     ,802     ,31     ,3.7     
CN4823700000000,48,237,"Jack County, TX",2014,,"4,307     ","4,146     ",161     ,3.7     
CN4823900000000,48,239,"Jackson County, TX",2014,,"7,631     ","7,332     ",299     ,3.9     
CN4824100000000,48,241,"Jasper County, TX",2014,,"14,444     ","13,268     ","1,176     ",8.1     
CN4824300000000,48,243,"Jeff Davis County, TX",2014,,"1,147     ","1,106     ",41     ,3.6     
CN4824500000000,48,245,"Jefferson County, TX",2014,,"110,126     ","101,008     ","9,118     ",8.3     
CN4824700000000,48,247,"Jim Hogg County, TX",2014,,"2,198     ","2,065     ",133     ,6.1     
CN4824900000000,48,249,"Jim Wells County, TX",2014,,"20,102     ","19,054     ","1,048     ",5.2     
CN4825100000000,48,251,"Johnson County, TX",2014,,"74,361     ","70,616     ","3,745     ",5.0     
CN4825300000000,48,253,"Jones County, TX",2014,,"5,805     ","5,486     ",319     ,5.5     
CN4825500000000,48,255,"Karnes County, TX",2014,,"6,274     ","6,045     ",229     ,3.6     
CN4825700000000,48,257,"Kaufman County, TX",2014,,"53,602     ","50,845     ","2,757     ",5.1     
CN4825900000000,48,259,"Kendall County, TX",2014,,"18,679     ","17,923     ",756     ,4.0     
CN4826100000000,48,261,"Kenedy County, TX",2014,,339     ,329     ,10     ,2.9     
CN4826300000000,48,263,"Kent County, TX",2014,,512     ,495     ,17     ,3.3     
CN4826500000000,48,265,"Kerr County, TX",2014,,"21,430     ","20,491     ",939     ,4.4     
CN4826700000000,48,267,"Kimble County, TX",2014,,"2,113     ","2,031     ",82     ,3.9     
CN4826900000000,48,269,"King County, TX",2014,,224     ,215     ,9     ,4.0     
CN4827100000000,48,271,"Kinney County, TX",2014,,"1,226     ","1,139     ",87     ,7.1     
CN4827300000000,48,273,"Kleberg County, TX",2014,,"15,259     ","14,428     ",831     ,5.4     
CN4827500000000,48,275,"Knox County, TX",2014,,"1,739     ","1,664     ",75     ,4.3     
CN4827700000000,48,277,"Lamar County, TX",2014,,"22,136     ","20,793     ","1,343     ",6.1     
CN4827900000000,48,279,"Lamb County, TX",2014,,"6,029     ","5,678     ",351     ,5.8     
CN4828100000000,48,281,"Lampasas County, TX",2014,,"8,966     ","8,464     ",502     ,5.6     
CN4828300000000,48,283,"La Salle County, TX",2014,,"4,576     ","4,435     ",141     ,3.1     
CN4828500000000,48,285,"Lavaca County, TX",2014,,"8,974     ","8,623     ",351     ,3.9     
CN4828700000000,48,287,"Lee County, TX",2014,,"9,339     ","8,968     ",371     ,4.0     
CN4828900000000,48,289,"Leon County, TX",2014,,"7,218     ","6,836     ",382     ,5.3     
CN4829100000000,48,291,"Liberty County, TX",2014,,"30,966     ","28,760     ","2,206     ",7.1     
CN4829300000000,48,293,"Limestone County, TX",2014,,"9,201     ","8,664     ",537     ,5.8     
CN4829500000000,48,295,"Lipscomb County, TX",2014,,"1,749     ","1,690     ",59     ,3.4     
CN4829700000000,48,297,"Live Oak County, TX",2014,,"6,115     ","5,897     ",218     ,3.6     
CN4829900000000,48,299,"Llano County, TX",2014,,"8,087     ","7,670     ",417     ,5.2     
CN4830100000000,48,301,"Loving County, TX",2014,,78     ,74     ,4     ,5.1     
CN4830300000000,48,303,"Lubbock County, TX",2014,,"147,788     ","141,971     ","5,817     ",3.9     
CN4830500000000,48,305,"Lynn County, TX",2014,,"2,862     ","2,737     ",125     ,4.4     
CN4830700000000,48,307,"McCulloch County, TX",2014,,"4,112     ","3,939     ",173     ,4.2     
CN4830900000000,48,309,"McLennan County, TX",2014,,"112,888     ","107,196     ","5,692     ",5.0     
CN4831100000000,48,311,"McMullen County, TX",2014,,"1,060     ","1,039     ",21     ,2.0     
CN4831300000000,48,313,"Madison County, TX",2014,,"5,024     ","4,780     ",244     ,4.9     
CN4831500000000,48,315,"Marion County, TX",2014,,"4,479     ","4,191     ",288     ,6.4     
CN4831700000000,48,317,"Martin County, TX",2014,,"2,687     ","2,596     ",91     ,3.4     
CN4831900000000,48,319,"Mason County, TX",2014,,"1,897     ","1,810     ",87     ,4.6     
CN4832100000000,48,321,"Matagorda County, TX",2014,,"16,677     ","15,370     ","1,307     ",7.8     
CN4832300000000,48,323,"Maverick County, TX",2014,,"23,395     ","20,833     ","2,562     ",11.0     
CN4832500000000,48,325,"Medina County, TX",2014,,"20,400     ","19,399     ","1,001     ",4.9     
CN4832700000000,48,327,"Menard County, TX",2014,,886     ,844     ,42     ,4.7     
CN4832900000000,48,329,"Midland County, TX",2014,,"90,934     ","88,324     ","2,610     ",2.9     
CN4833100000000,48,331,"Milam County, TX",2014,,"10,227     ","9,593     ",634     ,6.2     
CN4833300000000,48,333,"Mills County, TX",2014,,"2,049     ","1,960     ",89     ,4.3     
CN4833500000000,48,335,"Mitchell County, TX",2014,,"2,905     ","2,781     ",124     ,4.3     
CN4833700000000,48,337,"Montague County, TX",2014,,"10,136     ","9,734     ",402     ,4.0     
CN4833900000000,48,339,"Montgomery County, TX",2014,,"253,800     ","242,600     ","11,200     ",4.4     
CN4834100000000,48,341,"Moore County, TX",2014,,"11,297     ","10,905     ",392     ,3.5     
CN4834300000000,48,343,"Morris County, TX",2014,,"5,624     ","5,185     ",439     ,7.8     
CN4834500000000,48,345,"Motley County, TX",2014,,497     ,476     ,21     ,4.2     
CN4834700000000,48,347,"Nacogdoches County, TX",2014,,"28,625     ","27,098     ","1,527     ",5.3     
CN4834900000000,48,349,"Navarro County, TX",2014,,"23,137     ","21,933     ","1,204     ",5.2     
CN4835100000000,48,351,"Newton County, TX",2014,,"5,559     ","5,099     ",460     ,8.3     
CN4835300000000,48,353,"Nolan County, TX",2014,,"7,047     ","6,745     ",302     ,4.3     
CN4835500000000,48,355,"Nueces County, TX",2014,,"168,215     ","159,630     ","8,585     ",5.1     
CN4835700000000,48,357,"Ochiltree County, TX",2014,,"5,573     ","5,407     ",166     ,3.0     
CN4835900000000,48,359,"Oldham County, TX",2014,,941     ,907     ,34     ,3.6     
CN4836100000000,48,361,"Orange County, TX",2014,,"37,888     ","34,868     ","3,020     ",8.0     
CN4836300000000,48,363,"Palo Pinto County, TX",2014,,"13,375     ","12,687     ",688     ,5.1     
CN4836500000000,48,365,"Panola County, TX",2014,,"12,557     ","11,938     ",619     ,4.9     
CN4836700000000,48,367,"Parker County, TX",2014,,"59,101     ","56,405     ","2,696     ",4.6     
CN4836900000000,48,369,"Parmer County, TX",2014,,"5,127     ","4,971     ",156     ,3.0     
CN4837100000000,48,371,"Pecos County, TX",2014,,"6,864     ","6,579     ",285     ,4.2     
CN4837300000000,48,373,"Polk County, TX",2014,,"17,226     ","16,118     ","1,108     ",6.4     
CN4837500000000,48,375,"Potter County, TX",2014,,"56,838     ","54,590     ","2,248     ",4.0     
CN4837700000000,48,377,"Presidio County, TX",2014,,"3,412     ","3,015     ",397     ,11.6     
CN4837900000000,48,379,"Rains County, TX",2014,,"5,404     ","5,139     ",265     ,4.9     
CN4838100000000,48,381,"Randall County, TX",2014,,"68,837     ","66,464     ","2,373     ",3.4     
CN4838300000000,48,383,"Reagan County, TX",2014,,"2,077     ","2,011     ",66     ,3.2     
CN4838500000000,48,385,"Real County, TX",2014,,"1,059     ",993     ,66     ,6.2     
CN4838700000000,48,387,"Red River County, TX",2014,,"4,936     ","4,553     ",383     ,7.8     
CN4838900000000,48,389,"Reeves County, TX",2014,,"5,758     ","5,527     ",231     ,4.0     
CN4839100000000,48,391,"Refugio County, TX",2014,,"3,600     ","3,447     ",153     ,4.3     
CN4839300000000,48,393,"Roberts County, TX",2014,,450     ,434     ,16     ,3.6     
CN4839500000000,48,395,"Robertson County, TX",2014,,"7,146     ","6,763     ",383     ,5.4     
CN4839700000000,48,397,"Rockwall County, TX",2014,,"43,410     ","41,452     ","1,958     ",4.5     
CN4839900000000,48,399,"Runnels County, TX",2014,,"4,972     ","4,761     ",211     ,4.2     
CN4840100000000,48,401,"Rusk County, TX",2014,,"24,204     ","23,013     ","1,191     ",4.9     
CN4840300000000,48,403,"Sabine County, TX",2014,,"3,542     ","3,168     ",374     ,10.6     
CN4840500000000,48,405,"San Augustine County, TX",2014,,"2,826     ","2,556     ",270     ,9.6     
CN4840700000000,48,407,"San Jacinto County, TX",2014,,"11,412     ","10,755     ",657     ,5.8     
CN4840900000000,48,409,"San Patricio County, TX",2014,,"30,679     ","28,768     ","1,911     ",6.2     
CN4841100000000,48,411,"San Saba County, TX",2014,,"2,231     ","2,138     ",93     ,4.2     
CN4841300000000,48,413,"Schleicher County, TX",2014,,"1,780     ","1,726     ",54     ,3.0     
CN4841500000000,48,415,"Scurry County, TX",2014,,"8,611     ","8,325     ",286     ,3.3     
CN4841700000000,48,417,"Shackelford County, TX",2014,,"2,374     ","2,308     ",66     ,2.8     
CN4841900000000,48,419,"Shelby County, TX",2014,,"11,612     ","10,933     ",679     ,5.8     
CN4842100000000,48,421,"Sherman County, TX",2014,,"1,505     ","1,458     ",47     ,3.1     
CN4842300000000,48,423,"Smith County, TX",2014,,"102,244     ","96,923     ","5,321     ",5.2     
CN4842500000000,48,425,"Somervell County, TX",2014,,"4,136     ","3,924     ",212     ,5.1     
CN4842700000000,48,427,"Starr County, TX",2014,,"25,991     ","22,448     ","3,543     ",13.6     
CN4842900000000,48,429,"Stephens County, TX",2014,,"4,291     ","4,104     ",187     ,4.4     
CN4843100000000,48,431,"Sterling County, TX",2014,,812     ,788     ,24     ,3.0     
CN4843300000000,48,433,"Stonewall County, TX",2014,,697     ,670     ,27     ,3.9     
CN4843500000000,48,435,"Sutton County, TX",2014,,"2,021     ","1,949     ",72     ,3.6     
CN4843700000000,48,437,"Swisher County, TX",2014,,"2,881     ","2,705     ",176     ,6.1     
CN4843900000000,48,439,"Tarrant County, TX",2014,,"990,723     ","941,059     ","49,664     ",5.0     
CN4844100000000,48,441,"Taylor County, TX",2014,,"64,409     ","61,698     ","2,711     ",4.2     
CN4844300000000,48,443,"Terrell County, TX",2014,,479     ,458     ,21     ,4.4     
CN4844500000000,48,445,"Terry County, TX",2014,,"5,612     ","5,371     ",241     ,4.3     
CN4844700000000,48,447,"Throckmorton County, TX",2014,,833     ,800     ,33     ,4.0     
CN4844900000000,48,449,"Titus County, TX",2014,,"12,909     ","12,096     ",813     ,6.3     
CN4845100000000,48,451,"Tom Green County, TX",2014,,"54,661     ","52,458     ","2,203     ",4.0     
CN4845300000000,48,453,"Travis County, TX",2014,,"644,341     ","618,059     ","26,282     ",4.1     
CN4845500000000,48,455,"Trinity County, TX",2014,,"5,523     ","5,191     ",332     ,6.0     
CN4845700000000,48,457,"Tyler County, TX",2014,,"7,575     ","6,971     ",604     ,8.0     
CN4845900000000,48,459,"Upshur County, TX",2014,,"18,574     ","17,622     ",952     ,5.1     
CN4846100000000,48,461,"Upton County, TX",2014,,"1,875     ","1,815     ",60     ,3.2     
CN4846300000000,48,463,"Uvalde County, TX",2014,,"11,684     ","11,020     ",664     ,5.7     
CN4846500000000,48,465,"Val Verde County, TX",2014,,"19,381     ","18,269     ","1,112     ",5.7     
CN4846700000000,48,467,"Van Zandt County, TX",2014,,"23,898     ","22,636     ","1,262     ",5.3     
CN4846900000000,48,469,"Victoria County, TX",2014,,"46,254     ","44,332     ","1,922     ",4.2     
CN4847100000000,48,471,"Walker County, TX",2014,,"23,154     ","21,897     ","1,257     ",5.4     
CN4847300000000,48,473,"Waller County, TX",2014,,"21,316     ","20,228     ","1,088     ",5.1     
CN4847500000000,48,475,"Ward County, TX",2014,,"5,921     ","5,709     ",212     ,3.6     
CN4847700000000,48,477,"Washington County, TX",2014,,"15,698     ","14,977     ",721     ,4.6     
CN4847900000000,48,479,"Webb County, TX",2014,,"111,178     ","105,531     ","5,647     ",5.1     
CN4848100000000,48,481,"Wharton County, TX",2014,,"21,572     ","20,567     ","1,005     ",4.7     
CN4848300000000,48,483,"Wheeler County, TX",2014,,"3,082     ","2,972     ",110     ,3.6     
CN4848500000000,48,485,"Wichita County, TX",2014,,"56,505     ","53,753     ","2,752     ",4.9     
CN4848700000000,48,487,"Wilbarger County, TX",2014,,"5,295     ","5,035     ",260     ,4.9     
CN4848900000000,48,489,"Willacy County, TX",2014,,"7,170     ","6,282     ",888     ,12.4     
CN4849100000000,48,491,"Williamson County, TX",2014,,"255,327     ","244,204     ","11,123     ",4.4     
CN4849300000000,48,493,"Wilson County, TX",2014,,"22,546     ","21,610     ",936     ,4.2     
CN4849500000000,48,495,"Winkler County, TX",2014,,"3,286     ","3,142     ",144     ,4.4     
CN4849700000000,48,497,"Wise County, TX",2014,,"28,485     ","27,101     ","1,384     ",4.9     
CN4849900000000,48,499,"Wood County, TX",2014,,"16,766     ","15,767     ",999     ,6.0     
CN4850100000000,48,501,"Yoakum County, TX",2014,,"4,293     ","4,164     ",129     ,3.0     
CN4850300000000,48,503,"Young County, TX",2014,,"8,670     ","8,317     ",353     ,4.1     
CN4850500000000,48,505,"Zapata County, TX",2014,,"6,938     ","6,578     ",360     ,5.2     
CN4850700000000,48,507,"Zavala County, TX",2014,,"3,897     ","3,424     ",473     ,12.1     
CN4900100000000,49,001,"Beaver County, UT",2014,,"2,974     ","2,854     ",120     ,4.0     
CN4900300000000,49,003,"Box Elder County, UT",2014,,"23,490     ","22,580     ",910     ,3.9     
CN4900500000000,49,005,"Cache County, UT",2014,,"59,040     ","57,149     ","1,891     ",3.2     
CN4900700000000,49,007,"Carbon County, UT",2014,,"8,721     ","8,274     ",447     ,5.1     
CN4900900000000,49,009,"Daggett County, UT",2014,,432     ,414     ,18     ,4.2     
CN4901100000000,49,011,"Davis County, UT",2014,,"156,266     ","150,671     ","5,595     ",3.6     
CN4901300000000,49,013,"Duchesne County, UT",2014,,"9,604     ","9,255     ",349     ,3.6     
CN4901500000000,49,015,"Emery County, UT",2014,,"4,627     ","4,380     ",247     ,5.3     
CN4901700000000,49,017,"Garfield County, UT",2014,,"2,725     ","2,486     ",239     ,8.8     
CN4901900000000,49,019,"Grand County, UT",2014,,"5,539     ","5,186     ",353     ,6.4     
CN4902100000000,49,021,"Iron County, UT",2014,,"19,973     ","19,068     ",905     ,4.5     
CN4902300000000,49,023,"Juab County, UT",2014,,"4,809     ","4,613     ",196     ,4.1     
CN4902500000000,49,025,"Kane County, UT",2014,,"3,572     ","3,402     ",170     ,4.8     
CN4902700000000,49,027,"Millard County, UT",2014,,"5,981     ","5,772     ",209     ,3.5     
CN4902900000000,49,029,"Morgan County, UT",2014,,"4,703     ","4,542     ",161     ,3.4     
CN4903100000000,49,031,"Piute County, UT",2014,,460     ,427     ,33     ,7.2     
CN4903300000000,49,033,"Rich County, UT",2014,,"1,009     ",970     ,39     ,3.9     
CN4903500000000,49,035,"Salt Lake County, UT",2014,,"577,159     ","555,908     ","21,251     ",3.7     
CN4903700000000,49,037,"San Juan County, UT",2014,,"5,622     ","5,187     ",435     ,7.7     
CN4903900000000,49,039,"Sanpete County, UT",2014,,"11,096     ","10,591     ",505     ,4.6     
CN4904100000000,49,041,"Sevier County, UT",2014,,"9,292     ","8,874     ",418     ,4.5     
CN4904300000000,49,043,"Summit County, UT",2014,,"22,594     ","21,820     ",774     ,3.4     
CN4904500000000,49,045,"Tooele County, UT",2014,,"28,979     ","27,588     ","1,391     ",4.8     
CN4904700000000,49,047,"Uintah County, UT",2014,,"16,036     ","15,463     ",573     ,3.6     
CN4904900000000,49,049,"Utah County, UT",2014,,"255,870     ","246,942     ","8,928     ",3.5     
CN4905100000000,49,051,"Wasatch County, UT",2014,,"12,750     ","12,268     ",482     ,3.8     
CN4905300000000,49,053,"Washington County, UT",2014,,"61,664     ","58,956     ","2,708     ",4.4     
CN4905500000000,49,055,"Wayne County, UT",2014,,"1,388     ","1,257     ",131     ,9.4     
CN4905700000000,49,057,"Weber County, UT",2014,,"115,180     ","110,118     ","5,062     ",4.4     
CN5000100000000,50,001,"Addison County, VT",2014,,"20,970     ","20,172     ",798     ,3.8     
CN5000300000000,50,003,"Bennington County, VT",2014,,"18,712     ","17,843     ",869     ,4.6     
CN5000500000000,50,005,"Caledonia County, VT",2014,,"15,299     ","14,540     ",759     ,5.0     
CN5000700000000,50,007,"Chittenden County, VT",2014,,"95,618     ","92,739     ","2,879     ",3.0     
CN5000900000000,50,009,"Essex County, VT",2014,,"2,810     ","2,621     ",189     ,6.7     
CN5001100000000,50,011,"Franklin County, VT",2014,,"27,545     ","26,450     ","1,095     ",4.0     
CN5001300000000,50,013,"Grand Isle County, VT",2014,,"4,075     ","3,890     ",185     ,4.5     
CN5001500000000,50,015,"Lamoille County, VT",2014,,"13,800     ","13,096     ",704     ,5.1     
CN5001700000000,50,017,"Orange County, VT",2014,,"15,932     ","15,330     ",602     ,3.8     
CN5001900000000,50,019,"Orleans County, VT",2014,,"13,692     ","12,820     ",872     ,6.4     
CN5002100000000,50,021,"Rutland County, VT",2014,,"31,811     ","30,300     ","1,511     ",4.7     
CN5002300000000,50,023,"Washington County, VT",2014,,"34,323     ","32,986     ","1,337     ",3.9     
CN5002500000000,50,025,"Windham County, VT",2014,,"23,562     ","22,594     ",968     ,4.1     
CN5002700000000,50,027,"Windsor County, VT",2014,,"29,750     ","28,663     ","1,087     ",3.7     
CN5100100000000,51,001,"Accomack County, VA",2014,,"16,124     ","15,054     ","1,070     ",6.6     
CN5100300000000,51,003,"Albemarle County, VA",2014,,"53,798     ","51,385     ","2,413     ",4.5     
CN5100500000000,51,005,"Alleghany County, VA",2014,,"7,210     ","6,783     ",427     ,5.9     
CN5100700000000,51,007,"Amelia County, VA",2014,,"6,231     ","5,904     ",327     ,5.2     
CN5100900000000,51,009,"Amherst County, VA",2014,,"15,688     ","14,838     ",850     ,5.4     
CN5101100000000,51,011,"Appomattox County, VA",2014,,"7,142     ","6,735     ",407     ,5.7     
CN5101300000000,51,013,"Arlington County, VA",2014,,"145,090     ","140,348     ","4,742     ",3.3     
CN5101500000000,51,015,"Augusta County, VA",2014,,"36,983     ","35,252     ","1,731     ",4.7     
CN5101700000000,51,017,"Bath County, VA",2014,,"2,600     ","2,484     ",116     ,4.5     
CN5101900000000,51,019,"Bedford County, VA",2014,,"38,587     ","36,618     ","1,969     ",5.1     
CN5102100000000,51,021,"Bland County, VA",2014,,"2,875     ","2,702     ",173     ,6.0     
CN5102300000000,51,023,"Botetourt County, VA",2014,,"17,754     ","16,890     ",864     ,4.9     
CN5102500000000,51,025,"Brunswick County, VA",2014,,"6,448     ","5,927     ",521     ,8.1     
CN5102700000000,51,027,"Buchanan County, VA",2014,,"7,836     ","7,022     ",814     ,10.4     
CN5102900000000,51,029,"Buckingham County, VA",2014,,"6,326     ","5,896     ",430     ,6.8     
CN5103100000000,51,031,"Campbell County, VA",2014,,"26,733     ","25,301     ","1,432     ",5.4     
CN5103300000000,51,033,"Caroline County, VA",2014,,"14,825     ","13,913     ",912     ,6.2     
