LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,,Labor Force,Employed,Unemployed,Unemployment Rate
CN0900900000000,9,9,"New Haven County, CT",2014,,"455,516","422,618","32,898",7.2
CN0901100000000,9,11,"New London County, CT",2014,,"137,026","127,770","9,256",6.8
CN0901300000000,9,13,"Tolland County, CT",2014,,"84,298","79,562","4,736",5.6
CN0901500000000,9,15,"Windham County, CT",2014,,"62,839","58,248","4,591",7.3
CN1000100000000,10,1,"Kent County, DE",2014,,"75,266","70,445","4,821",6.4
CN1000300000000,10,3,"New Castle County, DE",2014,,"283,509","267,876","15,633",5.5
CN1000500000000,10,5,"Sussex County, DE",2014,,"94,855","89,386","5,469",5.8
CN1100100000000,11,1,District of Columbia,2014,,"378,082","348,729","29,353",7.8
CN1200100000000,12,1,"Alachua County, FL",2014,,"129,870","123,092","6,778",5.2
CN1200300000000,12,3,"Baker County, FL",2014,,"11,235","10,516",719,6.4
CN1200500000000,12,5,"Bay County, FL",2014,,"87,776","82,206","5,570",6.3
CN1200700000000,12,7,"Bradford County, FL",2014,,"10,777","10,170",607,5.6
CN1200900000000,12,9,"Brevard County, FL",2014,,"258,556","240,490","18,066",7
CN1201100000000,12,11,"Broward County, FL",2014,,"989,699","930,962","58,737",5.9
CN1201300000000,12,13,"Calhoun County, FL",2014,,"4,957","4,613",344,6.9
CN1201500000000,12,15,"Charlotte County, FL",2014,,"67,041","62,443","4,598",6.9
CN1201700000000,12,17,"Citrus County, FL",2014,,"48,350","44,212","4,138",8.6
CN1201900000000,12,19,"Clay County, FL",2014,,"98,058","92,411","5,647",5.8
CN1202100000000,12,21,"Collier County, FL",2014,,"160,462","150,870","9,592",6
CN1202300000000,12,23,"Columbia County, FL",2014,,"28,420","26,540","1,880",6.6
CN1202700000000,12,27,"DeSoto County, FL",2014,,"13,200","12,258",942,7.1
CN1202900000000,12,29,"Dixie County, FL",2014,,"5,570","5,157",413,7.4
CN1203100000000,12,31,"Duval County, FL",2014,,"461,159","430,089","31,070",6.7
CN1203300000000,12,33,"Escambia County, FL",2014,,"139,707","130,687","9,020",6.5
CN1203500000000,12,35,"Flagler County, FL",2014,,"43,328","40,143","3,185",7.4
CN1203700000000,12,37,"Franklin County, FL",2014,,"4,957","4,678",279,5.6
CN1203900000000,12,39,"Gadsden County, FL",2014,,"18,856","17,304","1,552",8.2
CN1204100000000,12,41,"Gilchrist County, FL",2014,,"6,571","6,130",441,6.7
CN1204300000000,12,43,"Glades County, FL",2014,,"4,933","4,554",379,7.7
CN1204500000000,12,45,"Gulf County, FL",2014,,"6,139","5,766",373,6.1
CN1204700000000,12,47,"Hamilton County, FL",2014,,"4,618","4,266",352,7.6
CN1204900000000,12,49,"Hardee County, FL",2014,,"10,368","9,572",796,7.7
CN1205100000000,12,51,"Hendry County, FL",2014,,"15,870","14,067","1,803",11.4
CN1205300000000,12,53,"Hernando County, FL",2014,,"66,401","61,141","5,260",7.9
CN1205500000000,12,55,"Highlands County, FL",2014,,"35,922","32,899","3,023",8.4
CN1205700000000,12,57,"Hillsborough County, FL",2014,,"684,680","644,900","39,780",5.8
CN1205900000000,12,59,"Holmes County, FL",2014,,"6,878","6,398",480,7
CN1206100000000,12,61,"Indian River County, FL",2014,,"61,910","57,012","4,898",7.9
CN1206300000000,12,63,"Jackson County, FL",2014,,"17,511","16,353","1,158",6.6
CN1206500000000,12,65,"Jefferson County, FL",2014,,"5,507","5,146",361,6.6
CN1206700000000,12,67,"Lafayette County, FL",2014,,"3,363","3,190",173,5.1
CN1206900000000,12,69,"Lake County, FL",2014,,"138,703","129,813","8,890",6.4
CN1207100000000,12,71,"Lee County, FL",2014,,"311,162","292,343","18,819",6
CN1207300000000,12,73,"Leon County, FL",2014,,"150,251","141,909","8,342",5.6
CN1207500000000,12,75,"Levy County, FL",2014,,"16,339","15,219","1,120",6.9
CN1207700000000,12,77,"Liberty County, FL",2014,,"2,759","2,575",184,6.7
CN1207900000000,12,79,"Madison County, FL",2014,,"7,759","7,203",556,7.2
CN1208100000000,12,81,"Manatee County, FL",2014,,"160,960","151,724","9,236",5.7
CN1208300000000,12,83,"Marion County, FL",2014,,"131,935","122,300","9,635",7.3
CN1208500000000,12,85,"Martin County, FL",2014,,"68,861","64,677","4,184",6.1
CN1208600000000,12,86,"Miami-Dade County, FL",2014,,"1,323,928","1,231,939","91,989",6.9
CN1208700000000,12,87,"Monroe County, FL",2014,,"45,154","43,293","1,861",4.1
CN1208900000000,12,89,"Nassau County, FL",2014,,"36,359","34,190","2,169",6
CN1209100000000,12,91,"Okaloosa County, FL",2014,,"92,299","87,541","4,758",5.2
CN1209300000000,12,93,"Okeechobee County, FL",2014,,"17,717","16,413","1,304",7.4
CN1209500000000,12,95,"Orange County, FL",2014,,"678,313","638,579","39,734",5.9
CN1209700000000,12,97,"Osceola County, FL",2014,,"153,050","142,744","10,306",6.7
CN1209900000000,12,99,"Palm Beach County, FL",2014,,"686,600","646,222","40,378",5.9
CN1210100000000,12,101,"Pasco County, FL",2014,,"213,455","199,165","14,290",6.7
CN1210300000000,12,103,"Pinellas County, FL",2014,,"473,227","445,821","27,406",5.8
CN1210500000000,12,105,"Polk County, FL",2014,,"279,339","259,174","20,165",7.2
CN1210700000000,12,107,"Putnam County, FL",2014,,"28,575","26,126","2,449",8.6
CN1210900000000,12,109,"St. Johns County, FL",2014,,"110,919","105,699","5,220",4.7
CN1211100000000,12,111,"St. Lucie County, FL",2014,,"130,821","120,322","10,499",8
CN1211300000000,12,113,"Santa Rosa County, FL",2014,,"73,352","69,333","4,019",5.5
CN1211500000000,12,115,"Sarasota County, FL",2014,,"175,354","165,093","10,261",5.9
CN1211700000000,12,117,"Seminole County, FL",2014,,"236,573","223,047","13,526",5.7
CN1211900000000,12,119,"Sumter County, FL",2014,,"28,326","25,969","2,357",8.3
CN1212100000000,12,121,"Suwannee County, FL",2014,,"17,905","16,771","1,134",6.3
CN1212300000000,12,123,"Taylor County, FL",2014,,"9,408","8,764",644,6.8
CN1212500000000,12,125,"Union County, FL",2014,,"4,745","4,461",284,6
CN1212700000000,12,127,"Volusia County, FL",2014,,"238,386","222,103","16,283",6.8
CN1212900000000,12,129,"Wakulla County, FL",2014,,"14,289","13,542",747,5.2
CN1213100000000,12,131,"Walton County, FL",2014,,"27,510","26,059","1,451",5.3
CN1213300000000,12,133,"Washington County, FL",2014,,"9,735","9,079",656,6.7
CN1300100000000,13,1,"Appling County, GA",2014,,"8,666","7,903",763,8.8
CN1300300000000,13,3,"Atkinson County, GA",2014,,"3,618","3,343",275,7.6
CN1300500000000,13,5,"Bacon County, GA",2014,,"4,845","4,511",334,6.9
CN1300700000000,13,7,"Baker County, GA",2014,,"1,116","1,015",101,9.1
CN1300900000000,13,9,"Baldwin County, GA",2014,,"18,481","16,872","1,609",8.7
CN1301100000000,13,11,"Banks County, GA",2014,,"8,147","7,612",535,6.6
CN1301300000000,13,13,"Barrow County, GA",2014,,"35,192","32,987","2,205",6.3
CN1301500000000,13,15,"Bartow County, GA",2014,,"46,613","43,285","3,328",7.1
CN1301700000000,13,17,"Ben Hill County, GA",2014,,"5,597","5,039",558,10
CN1301900000000,13,19,"Berrien County, GA",2014,,"7,238","6,620",618,8.5
CN1302100000000,13,21,"Bibb County, GA",2014,,"69,029","63,502","5,527",8
CN1302300000000,13,23,"Bleckley County, GA",2014,,"4,630","4,112",518,11.2
CN1302500000000,13,25,"Brantley County, GA",2014,,"6,889","6,254",635,9.2
CN1302700000000,13,27,"Brooks County, GA",2014,,"6,633","6,155",478,7.2
CN1302900000000,13,29,"Bryan County, GA",2014,,"15,547","14,545","1,002",6.4
CN1303100000000,13,31,"Bulloch County, GA",2014,,"34,538","32,019","2,519",7.3
CN1303300000000,13,33,"Burke County, GA",2014,,"9,175","8,254",921,10
CN1303500000000,13,35,"Butts County, GA",2014,,"10,030","9,278",752,7.5
CN1303700000000,13,37,"Calhoun County, GA",2014,,"2,141","1,991",150,7
CN1303900000000,13,39,"Camden County, GA",2014,,"21,963","20,517","1,446",6.6
CN1304300000000,13,43,"Candler County, GA",2014,,"5,075","4,725",350,6.9
CN1304500000000,13,45,"Carroll County, GA",2014,,"51,976","47,723","4,253",8.2
CN1304700000000,13,47,"Catoosa County, GA",2014,,"31,044","29,142","1,902",6.1
CN1304900000000,13,49,"Charlton County, GA",2014,,"4,805","4,452",353,7.3
CN1305100000000,13,51,"Chatham County, GA",2014,,"131,733","122,140","9,593",7.3
CN1305300000000,13,53,"Chattahoochee County, GA",2014,,"2,234","2,013",221,9.9
CN1305500000000,13,55,"Chattooga County, GA",2014,,"10,521","9,719",802,7.6
CN1305700000000,13,57,"Cherokee County, GA",2014,,"118,029","111,575","6,454",5.5
CN1305900000000,13,59,"Clarke County, GA",2014,,"56,224","52,340","3,884",6.9
CN1306100000000,13,61,"Clay County, GA",2014,,915,812,103,11.3
CN1306300000000,13,63,"Clayton County, GA",2014,,"124,674","113,137","11,537",9.3
CN1306500000000,13,65,"Clinch County, GA",2014,,"2,830","2,591",239,8.4
CN1306700000000,13,67,"Cobb County, GA",2014,,"393,541","370,284","23,257",5.9
CN1306900000000,13,69,"Coffee County, GA",2014,,"17,642","16,208","1,434",8.1
CN1307100000000,13,71,"Colquitt County, GA",2014,,"20,087","18,465","1,622",8.1
CN1307300000000,13,73,"Columbia County, GA",2014,,"66,440","62,595","3,845",5.8
CN1307500000000,13,75,"Cook County, GA",2014,,"7,401","6,798",603,8.1
CN1307700000000,13,77,"Coweta County, GA",2014,,"66,516","62,434","4,082",6.1
CN1307900000000,13,79,"Crawford County, GA",2014,,"5,606","5,194",412,7.3
CN1308100000000,13,81,"Crisp County, GA",2014,,"9,460","8,622",838,8.9
CN1308300000000,13,83,"Dade County, GA",2014,,"7,888","7,392",496,6.3
CN1308500000000,13,85,"Dawson County, GA",2014,,"10,800","10,143",657,6.1
CN1308700000000,13,87,"Decatur County, GA",2014,,"11,376","10,453",923,8.1
CN1308900000000,13,89,"DeKalb County, GA",2014,,"368,808","342,178","26,630",7.2
CN1309100000000,13,91,"Dodge County, GA",2014,,"7,436","6,709",727,9.8
CN1309300000000,13,93,"Dooly County, GA",2014,,"4,640","4,192",448,9.7
CN1309500000000,13,95,"Dougherty County, GA",2014,,"38,658","35,098","3,560",9.2
CN1309700000000,13,97,"Douglas County, GA",2014,,"67,676","62,687","4,989",7.4
CN1309900000000,13,99,"Early County, GA",2014,,"4,340","3,956",384,8.8
CN1310100000000,13,101,"Echols County, GA",2014,,"1,783","1,679",104,5.8
CN1310300000000,13,103,"Effingham County, GA",2014,,"26,267","24,641","1,626",6.2
CN1310500000000,13,105,"Elbert County, GA",2014,,"8,068","7,374",694,8.6
CN1310700000000,13,107,"Emanuel County, GA",2014,,"8,582","7,689",893,10.4
CN1310900000000,13,109,"Evans County, GA",2014,,"4,738","4,433",305,6.4
CN1311100000000,13,111,"Fannin County, GA",2014,,"9,855","9,111",744,7.5
CN1311300000000,13,113,"Fayette County, GA",2014,,"53,772","50,496","3,276",6.1
CN1311500000000,13,115,"Floyd County, GA",2014,,"43,278","39,873","3,405",7.9
CN1311700000000,13,117,"Forsyth County, GA",2014,,"100,388","95,136","5,252",5.2
CN1311900000000,13,119,"Franklin County, GA",2014,,"9,255","8,502",753,8.1
CN1312100000000,13,121,"Fulton County, GA",2014,,"509,613","473,655","35,958",7.1
CN1312300000000,13,123,"Gilmer County, GA",2014,,"11,963","11,099",864,7.2
CN1312500000000,13,125,"Glascock County, GA",2014,,"1,268","1,165",103,8.1
CN1312700000000,13,127,"Glynn County, GA",2014,,"37,086","34,330","2,756",7.4
CN1312900000000,13,129,"Gordon County, GA",2014,,"26,078","24,183","1,895",7.3
CN1313100000000,13,131,"Grady County, GA",2014,,"10,456","9,690",766,7.3
CN1313300000000,13,133,"Greene County, GA",2014,,"6,426","5,901",525,8.2
CN1313500000000,13,135,"Gwinnett County, GA",2014,,"444,407","417,599","26,808",6
CN1313700000000,13,137,"Habersham County, GA",2014,,"18,970","17,656","1,314",6.9
CN1313900000000,13,139,"Hall County, GA",2014,,"90,082","84,790","5,292",5.9
CN1314100000000,13,141,"Hancock County, GA",2014,,"2,522","2,228",294,11.7
CN1314300000000,13,143,"Haralson County, GA",2014,,"11,866","10,936",930,7.8
CN1314500000000,13,145,"Harris County, GA",2014,,"15,727","14,790",937,6
CN1314700000000,13,147,"Hart County, GA",2014,,"10,384","9,609",775,7.5
CN1314900000000,13,149,"Heard County, GA",2014,,"4,965","4,575",390,7.9
CN1315100000000,13,151,"Henry County, GA",2014,,"103,545","96,055","7,490",7.2
CN1315300000000,13,153,"Houston County, GA",2014,,"65,942","61,465","4,477",6.8
CN1315500000000,13,155,"Irwin County, GA",2014,,"3,142","2,844",298,9.5
CN1315700000000,13,157,"Jackson County, GA",2014,,"29,826","28,079","1,747",5.9
CN1315900000000,13,159,"Jasper County, GA",2014,,"6,353","5,931",422,6.6
CN1316100000000,13,161,"Jeff Davis County, GA",2014,,"6,397","5,876",521,8.1
CN1316300000000,13,163,"Jefferson County, GA",2014,,"6,651","5,905",746,11.2
CN1316500000000,13,165,"Jenkins County, GA",2014,,"3,263","2,937",326,10
CN1316700000000,13,167,"Johnson County, GA",2014,,"3,936","3,599",337,8.6
CN1316900000000,13,169,"Jones County, GA",2014,,"13,690","12,831",859,6.3
CN1317100000000,13,171,"Lamar County, GA",2014,,"7,789","7,047",742,9.5
CN1317300000000,13,173,"Lanier County, GA",2014,,"3,791","3,487",304,8
CN1317500000000,13,175,"Laurens County, GA",2014,,"19,036","17,282","1,754",9.2
CN1317700000000,13,177,"Lee County, GA",2014,,"14,142","13,265",877,6.2
CN1317900000000,13,179,"Liberty County, GA",2014,,"25,637","23,683","1,954",7.6
CN1318100000000,13,181,"Lincoln County, GA",2014,,"3,337","3,060",277,8.3
CN1318300000000,13,183,"Long County, GA",2014,,"6,696","6,205",491,7.3
CN1318500000000,13,185,"Lowndes County, GA",2014,,"50,544","46,888","3,656",7.2
CN1318700000000,13,187,"Lumpkin County, GA",2014,,"15,257","14,291",966,6.3
CN1318900000000,13,189,"McDuffie County, GA",2014,,"8,803","7,924",879,10
CN1319100000000,13,191,"McIntosh County, GA",2014,,"5,869","5,407",462,7.9
CN1319300000000,13,193,"Macon County, GA",2014,,"4,734","4,182",552,11.7
CN1319500000000,13,195,"Madison County, GA",2014,,"12,698","11,861",837,6.6
CN1319700000000,13,197,"Marion County, GA",2014,,"3,456","3,192",264,7.6
CN1319900000000,13,199,"Meriwether County, GA",2014,,"8,750","7,895",855,9.8
CN1320100000000,13,201,"Miller County, GA",2014,,"2,676","2,506",170,6.4
CN1320500000000,13,205,"Mitchell County, GA",2014,,"8,763","8,079",684,7.8
CN1320700000000,13,207,"Monroe County, GA",2014,,"12,722","11,881",841,6.6
CN1320900000000,13,209,"Montgomery County, GA",2014,,"3,854","3,462",392,10.2
CN1321100000000,13,211,"Morgan County, GA",2014,,"8,362","7,813",549,6.6
CN1321300000000,13,213,"Murray County, GA",2014,,"15,877","14,390","1,487",9.4
CN1321500000000,13,215,"Muscogee County, GA",2014,,"80,825","74,045","6,780",8.4
CN1321700000000,13,217,"Newton County, GA",2014,,"47,954","44,025","3,929",8.2
CN1321900000000,13,219,"Oconee County, GA",2014,,"17,265","16,391",874,5.1
CN1322100000000,13,221,"Oglethorpe County, GA",2014,,"6,656","6,221",435,6.5
CN1322300000000,13,223,"Paulding County, GA",2014,,"74,843","70,256","4,587",6.1
CN1322500000000,13,225,"Peach County, GA",2014,,"11,486","10,401","1,085",9.4
CN1322700000000,13,227,"Pickens County, GA",2014,,"13,824","12,906",918,6.6
CN1322900000000,13,229,"Pierce County, GA",2014,,"8,089","7,487",602,7.4
CN1323100000000,13,231,"Pike County, GA",2014,,"8,197","7,621",576,7
CN1323300000000,13,233,"Polk County, GA",2014,,"18,344","16,918","1,426",7.8
CN1323500000000,13,235,"Pulaski County, GA",2014,,"4,065","3,747",318,7.8
CN1323700000000,13,237,"Putnam County, GA",2014,,"8,088","7,361",727,9
CN1323900000000,13,239,"Quitman County, GA",2014,,891,817,74,8.3
CN1324100000000,13,241,"Rabun County, GA",2014,,"6,553","6,016",537,8.2
CN1324300000000,13,243,"Randolph County, GA",2014,,"2,720","2,457",263,9.7
CN1324500000000,13,245,"Richmond County, GA",2014,,"84,649","77,315","7,334",8.7
CN1324700000000,13,247,"Rockdale County, GA",2014,,"42,032","38,746","3,286",7.8
CN1324900000000,13,249,"Schley County, GA",2014,,"2,175","2,010",165,7.6
CN1325100000000,13,251,"Screven County, GA",2014,,"5,362","4,827",535,10
CN1325300000000,13,253,"Seminole County, GA",2014,,"3,122","2,826",296,9.5
CN1325500000000,13,255,"Spalding County, GA",2014,,"27,277","24,705","2,572",9.4
CN1325700000000,13,257,"Stephens County, GA",2014,,"11,204","10,356",848,7.6
CN1325900000000,13,259,"Stewart County, GA",2014,,"2,189","2,025",164,7.5
CN1326100000000,13,261,"Sumter County, GA",2014,,"13,438","12,167","1,271",9.5
CN1326300000000,13,263,"Talbot County, GA",2014,,"2,805","2,586",219,7.8
CN1326500000000,13,265,"Taliaferro County, GA",2014,,592,528,64,10.8
CN1326700000000,13,267,"Tattnall County, GA",2014,,"9,525","8,863",662,7
CN1326900000000,13,269,"Taylor County, GA",2014,,"2,847","2,556",291,10.2
CN1327100000000,13,271,"Telfair County, GA",2014,,"5,247","4,738",509,9.7
CN1327300000000,13,273,"Terrell County, GA",2014,,"3,619","3,330",289,8
CN1327500000000,13,275,"Thomas County, GA",2014,,"17,138","15,653","1,485",8.7
CN1327700000000,13,277,"Tift County, GA",2014,,"18,254","16,927","1,327",7.3
CN1327900000000,13,279,"Toombs County, GA",2014,,"12,243","11,033","1,210",9.9
CN1328100000000,13,281,"Towns County, GA",2014,,"4,139","3,759",380,9.2
CN1328300000000,13,283,"Treutlen County, GA",2014,,"2,793","2,499",294,10.5
CN1328500000000,13,285,"Troup County, GA",2014,,"36,106","33,462","2,644",7.3
CN1328700000000,13,287,"Turner County, GA",2014,,"3,258","3,000",258,7.9
CN1328900000000,13,289,"Twiggs County, GA",2014,,"2,999","2,664",335,11.2
CN1329100000000,13,291,"Union County, GA",2014,,"9,514","8,892",622,6.5
CN1329300000000,13,293,"Upson County, GA",2014,,"11,305","10,303","1,002",8.9
CN1329500000000,13,295,"Walker County, GA",2014,,"29,397","27,289","2,108",7.2
CN1329700000000,13,297,"Walton County, GA",2014,,"41,412","38,758","2,654",6.4
CN1329900000000,13,299,"Ware County, GA",2014,,"14,762","13,596","1,166",7.9
CN1330100000000,13,301,"Warren County, GA",2014,,"2,714","2,452",262,9.7
CN1330300000000,13,303,"Washington County, GA",2014,,"7,556","6,944",612,8.1
CN1330500000000,13,305,"Wayne County, GA",2014,,"11,836","10,801","1,035",8.7
CN1330700000000,13,307,"Webster County, GA",2014,,"1,015",928,87,8.6
CN1330900000000,13,309,"Wheeler County, GA",2014,,"1,866","1,636",230,12.3
CN1331100000000,13,311,"White County, GA",2014,,"13,836","12,978",858,6.2
CN1331300000000,13,313,"Whitfield County, GA",2014,,"44,724","41,236","3,488",7.8
CN1331500000000,13,315,"Wilcox County, GA",2014,,"2,841","2,582",259,9.1
CN1331700000000,13,317,"Wilkes County, GA",2014,,"3,736","3,390",346,9.3
CN1331900000000,13,319,"Wilkinson County, GA",2014,,"3,718","3,396",322,8.7
CN1332100000000,13,321,"Worth County, GA",2014,,"8,937","8,241",696,7.8
CN1500100000000,15,1,"Hawaii County, HI",2014,,"87,931","83,057","4,874",5.5
CN1500300000000,15,3,"Honolulu County/city, HI",2014,,"462,898","444,016","18,882",4.1
CN1500700000000,15,7,"Kauai County, HI",2014,,"34,880","33,189","1,691",4.8
CN1500900000000,15,9,"Maui County, HI",2014,,"82,638","78,887","3,751",4.5
CN1600100000000,16,1,"Ada County, ID",2014,,"212,175","203,348","8,827",4.2
CN1600300000000,16,3,"Adams County, ID",2014,,"1,680","1,513",167,9.9
CN1600500000000,16,5,"Bannock County, ID",2014,,"41,614","39,722","1,892",4.5
CN1600700000000,16,7,"Bear Lake County, ID",2014,,"2,866","2,737",129,4.5
CN1600900000000,16,9,"Benewah County, ID",2014,,"3,975","3,655",320,8.1
CN1601100000000,16,11,"Bingham County, ID",2014,,"22,108","21,111",997,4.5
CN1601300000000,16,13,"Blaine County, ID",2014,,"11,482","10,971",511,4.5
CN1601500000000,16,15,"Boise County, ID",2014,,"2,925","2,735",190,6.5
CN1601700000000,16,17,"Bonner County, ID",2014,,"18,265","16,963","1,302",7.1
CN1601900000000,16,19,"Bonneville County, ID",2014,,"49,701","47,624","2,077",4.2
CN1602100000000,16,21,"Boundary County, ID",2014,,"4,920","4,623",297,6
CN1602300000000,16,23,"Butte County, ID",2014,,"1,305","1,235",70,5.4
CN1602500000000,16,25,"Camas County, ID",2014,,633,599,34,5.4
CN1602700000000,16,27,"Canyon County, ID",2014,,"89,216","83,934","5,282",5.9
CN1602900000000,16,29,"Caribou County, ID",2014,,"3,859","3,697",162,4.2
CN1603100000000,16,31,"Cassia County, ID",2014,,"11,262","10,784",478,4.2
CN1603300000000,16,33,"Clark County, ID",2014,,444,423,21,4.7
CN1603500000000,16,35,"Clearwater County, ID",2014,,"3,137","2,846",291,9.3
CN1603700000000,16,37,"Custer County, ID",2014,,"2,141","1,994",147,6.9
CN1603900000000,16,39,"Elmore County, ID",2014,,"11,033","10,455",578,5.2
CN1604100000000,16,41,"Franklin County, ID",2014,,"6,418","6,202",216,3.4
CN1604300000000,16,43,"Fremont County, ID",2014,,"6,991","6,708",283,4
CN1604500000000,16,45,"Gem County, ID",2014,,"7,526","7,085",441,5.9
CN1604700000000,16,47,"Gooding County, ID",2014,,"7,991","7,672",319,4
CN1604900000000,16,49,"Idaho County, ID",2014,,"6,498","6,014",484,7.4
CN1605100000000,16,51,"Jefferson County, ID",2014,,"12,277","11,783",494,4
CN1605300000000,16,53,"Jerome County, ID",2014,,"11,129","10,685",444,4
CN1605500000000,16,55,"Kootenai County, ID",2014,,"70,615","66,544","4,071",5.8
CN1605700000000,16,57,"Latah County, ID",2014,,"19,335","18,554",781,4
CN1605900000000,16,59,"Lemhi County, ID",2014,,"3,367","3,105",262,7.8
CN1606100000000,16,61,"Lewis County, ID",2014,,"1,599","1,526",73,4.6
CN1606300000000,16,63,"Lincoln County, ID",2014,,"2,608","2,459",149,5.7
CN1606500000000,16,65,"Madison County, ID",2014,,"19,062","18,451",611,3.2
CN1606700000000,16,67,"Minidoka County, ID",2014,,"10,428","9,953",475,4.6
CN1606900000000,16,69,"Nez Perce County, ID",2014,,"20,387","19,561",826,4.1
CN1607100000000,16,71,"Oneida County, ID",2014,,"2,121","2,040",81,3.8
CN1607300000000,16,73,"Owyhee County, ID",2014,,"5,031","4,846",185,3.7
CN1607500000000,16,75,"Payette County, ID",2014,,"10,979","10,361",618,5.6
CN1607700000000,16,77,"Power County, ID",2014,,"3,984","3,791",193,4.8
CN1607900000000,16,79,"Shoshone County, ID",2014,,"5,214","4,696",518,9.9
CN1608100000000,16,81,"Teton County, ID",2014,,"5,632","5,407",225,4
